rmse,lr_bu,lr_bi,lr_pu,lr_qi,reg_bu,reg_bi,reg_pu,reg_qi
1.007659134964885,0.005,0.01,0.001,0.005,0.02,0.005,0.05,0.005
1.0076598289068797,0.005,0.01,0.01,0.01,0.005,0.05,0.05,0.02
1.0076620719199112,0.005,0.01,0.001,0.005,0.005,0.02,0.05,0.005
1.0076634863959868,0.01,0.005,0.005,0.01,0.05,0.05,0.05,0.05
1.0076751881848953,0.001,0.005,0.001,0.001,0.02,0.02,0.005,0.05
1.0076790908524895,0.005,0.01,0.005,0.005,0.005,0.05,0.02,0.02
1.0076796199446882,0.01,0.01,0.001,0.001,0.005,0.05,0.02,0.05
1.0076839225397565,0.01,0.005,0.001,0.01,0.005,0.02,0.02,0.05
1.0076879716554947,0.01,0.005,0.001,0.001,0.005,0.05,0.005,0.02
1.0076957344197286,0.005,0.01,0.005,0.01,0.005,0.005,0.05,0.02
1.007695871222611,0.005,0.01,0.001,0.005,0.005,0.05,0.02,0.02
1.0076976326675182,0.001,0.005,0.001,0.001,0.005,0.02,0.05,0.005
1.0076976804881093,0.005,0.005,0.001,0.01,0.02,0.005,0.005,0.05
1.0076995024668234,0.01,0.005,0.001,0.005,0.02,0.02,0.005,0.02
1.0077039962555066,0.01,0.005,0.005,0.001,0.005,0.02,0.005,0.05
1.0077043034328024,0.01,0.01,0.01,0.001,0.02,0.02,0.005,0.05
1.0077089566748039,0.01,0.005,0.001,0.01,0.005,0.05,0.02,0.05
1.0077121656360224,0.005,0.01,0.01,0.001,0.02,0.05,0.02,0.005
1.0077145501427498,0.01,0.005,0.01,0.001,0.05,0.05,0.02,0.05
1.0077172404715287,0.005,0.01,0.005,0.005,0.02,0.005,0.05,0.005
1.007719422097662,0.005,0.01,0.005,0.005,0.02,0.005,0.02,0.02
1.0077215446669736,0.01,0.01,0.01,0.01,0.05,0.005,0.005,0.05
1.0077278785359707,0.005,0.01,0.005,0.001,0.005,0.005,0.02,0.02
1.0077308073090328,0.005,0.01,0.005,0.005,0.005,0.02,0.02,0.02
1.0077309461750565,0.005,0.01,0.001,0.005,0.05,0.02,0.02,0.005
1.0077312238860183,0.01,0.005,0.005,0.001,0.02,0.05,0.02,0.05
1.0077384984880149,0.005,0.005,0.005,0.01,0.05,0.005,0.05,0.05
1.0077414296354217,0.005,0.01,0.01,0.001,0.02,0.02,0.02,0.005
1.0077437651442536,0.005,0.005,0.01,0.001,0.05,0.02,0.05,0.005
1.0077441345671458,0.005,0.01,0.005,0.005,0.02,0.05,0.005,0.02
1.0077464475094797,0.01,0.01,0.005,0.001,0.005,0.05,0.02,0.005
1.0077483742965727,0.01,0.01,0.005,0.001,0.005,0.05,0.005,0.005
1.0077501407783842,0.01,0.01,0.001,0.01,0.02,0.05,0.005,0.02
1.0077502411938357,0.01,0.01,0.005,0.005,0.02,0.02,0.02,0.005
1.007773653291034,0.005,0.01,0.001,0.001,0.02,0.02,0.05,0.005
1.0077783530267912,0.005,0.01,0.01,0.001,0.02,0.02,0.02,0.02
1.0077840765891857,0.01,0.01,0.01,0.01,0.005,0.05,0.005,0.05
1.0077867421786215,0.01,0.01,0.001,0.001,0.05,0.005,0.02,0.02
1.0077884321551778,0.01,0.005,0.001,0.005,0.02,0.02,0.02,0.005
1.0077925178489207,0.005,0.005,0.005,0.005,0.02,0.02,0.005,0.05
1.0077987131137638,0.01,0.01,0.005,0.001,0.05,0.005,0.02,0.02
1.0078009512577433,0.005,0.01,0.001,0.005,0.005,0.005,0.005,0.005
1.0078087769541324,0.001,0.005,0.001,0.001,0.005,0.05,0.05,0.02
1.007808857307802,0.01,0.005,0.005,0.005,0.02,0.005,0.05,0.02
1.0078111828819194,0.005,0.01,0.005,0.01,0.05,0.05,0.05,0.02
1.0078156046156528,0.01,0.01,0.005,0.001,0.05,0.05,0.005,0.005
1.007816013666641,0.001,0.005,0.001,0.001,0.005,0.05,0.005,0.05
1.0078254860124503,0.01,0.005,0.005,0.001,0.02,0.05,0.02,0.02
1.0078260040048863,0.005,0.01,0.001,0.01,0.05,0.05,0.05,0.02
1.0078284865829197,0.005,0.005,0.001,0.005,0.005,0.005,0.005,0.005
1.0078296206748993,0.01,0.01,0.001,0.005,0.005,0.05,0.005,0.005
1.0078301784382708,0.01,0.01,0.001,0.005,0.05,0.005,0.005,0.005
1.0078309358260242,0.005,0.01,0.001,0.001,0.005,0.02,0.005,0.02
1.0078311957821924,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02
1.007835498362791,0.01,0.005,0.001,0.001,0.005,0.05,0.05,0.005
1.0078381107311647,0.01,0.005,0.001,0.005,0.02,0.05,0.005,0.02
1.007840463107877,0.005,0.01,0.005,0.001,0.005,0.02,0.005,0.02
1.0078433352637675,0.005,0.005,0.005,0.005,0.02,0.005,0.005,0.05
1.0078517819578,0.01,0.01,0.001,0.005,0.02,0.05,0.05,0.005
1.0078533555714349,0.01,0.005,0.001,0.001,0.02,0.005,0.05,0.005
1.0078536273452599,0.01,0.005,0.001,0.005,0.05,0.005,0.005,0.02
1.0078616306958277,0.001,0.005,0.001,0.001,0.05,0.02,0.05,0.02
1.0078671302720497,0.01,0.01,0.001,0.005,0.05,0.02,0.02,0.005
1.0078679978762266,0.005,0.01,0.001,0.001,0.005,0.005,0.005,0.02
1.007870568096128,0.005,0.01,0.001,0.01,0.02,0.05,0.05,0.02
1.007870872780437,0.01,0.01,0.001,0.01,0.005,0.005,0.02,0.02
1.0078891465934146,0.005,0.01,0.001,0.001,0.05,0.005,0.02,0.005
1.0078906879307845,0.01,0.005,0.001,0.005,0.005,0.02,0.02,0.02
1.0078911967230457,0.01,0.005,0.001,0.001,0.005,0.05,0.02,0.005
1.0078992147923287,0.01,0.005,0.001,0.005,0.02,0.02,0.005,0.005
1.0079010531871044,0.005,0.01,0.001,0.005,0.005,0.05,0.02,0.005
1.0079016413064126,0.01,0.005,0.005,0.01,0.02,0.005,0.05,0.05
1.0079032116902402,0.001,0.005,0.001,0.001,0.05,0.02,0.02,0.02
1.007907159413297,0.005,0.01,0.01,0.01,0.05,0.005,0.05,0.02
1.007907602337258,0.01,0.01,0.01,0.005,0.05,0.05,0.005,0.05
1.0079092537297198,0.01,0.005,0.005,0.001,0.05,0.005,0.005,0.05
1.00791700704428,0.005,0.01,0.001,0.001,0.02,0.005,0.02,0.005
1.0079172234270701,0.01,0.005,0.01,0.005,0.05,0.05,0.05,0.05
1.0079188757438893,0.005,0.005,0.005,0.01,0.05,0.02,0.02,0.05
1.0079224918559169,0.01,0.005,0.001,0.005,0.05,0.05,0.005,0.02
1.0079256035176738,0.01,0.01,0.001,0.01,0.005,0.005,0.005,0.02
1.0079279720495522,0.01,0.01,0.01,0.005,0.05,0.05,0.05,0.005
1.0079285249321155,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.005
1.00793022189103,0.005,0.01,0.001,0.001,0.005,0.02,0.005,0.05
1.0079309725204995,0.01,0.005,0.001,0.005,0.05,0.005,0.02,0.005
1.0079327302190502,0.01,0.01,0.001,0.001,0.05,0.005,0.05,0.05
1.007934090476782,0.01,0.005,0.005,0.01,0.02,0.02,0.02,0.05
1.0079344524991234,0.005,0.01,0.001,0.005,0.005,0.02,0.005,0.02
1.0079356674749513,0.001,0.005,0.001,0.001,0.005,0.005,0.02,0.05
1.0079385335126456,0.01,0.005,0.01,0.001,0.005,0.005,0.05,0.005
1.0079391387001304,0.01,0.01,0.005,0.001,0.02,0.02,0.005,0.02
1.007946421973459,0.001,0.005,0.001,0.001,0.005,0.05,0.02,0.02
1.0079516443789642,0.01,0.01,0.001,0.001,0.005,0.02,0.05,0.05
1.007952140842898,0.005,0.01,0.005,0.001,0.005,0.005,0.005,0.02
1.007952572315035,0.01,0.005,0.005,0.001,0.02,0.005,0.005,0.02
1.0079540148110824,0.005,0.005,0.005,0.005,0.005,0.02,0.005,0.05
1.0079588066834335,0.01,0.01,0.005,0.001,0.02,0.005,0.02,0.05
1.007962767428672,0.01,0.005,0.005,0.01,0.005,0.02,0.05,0.05
1.007969526183636,0.01,0.01,0.001,0.005,0.05,0.05,0.02,0.005
1.0079719835848708,0.01,0.01,0.005,0.005,0.005,0.005,0.02,0.005
1.0079721063276756,0.001,0.005,0.001,0.001,0.005,0.05,0.05,0.005
1.007974526477825,0.01,0.005,0.001,0.001,0.005,0.005,0.005,0.005
1.0079813175318073,0.01,0.01,0.01,0.01,0.005,0.02,0.05,0.005
1.0079826395523102,0.01,0.005,0.01,0.001,0.005,0.02,0.05,0.005
1.0079925661393807,0.01,0.01,0.001,0.001,0.005,0.05,0.005,0.005
1.0079960588927155,0.005,0.005,0.005,0.005,0.05,0.02,0.05,0.02
1.0079960854916323,0.01,0.01,0.01,0.01,0.005,0.05,0.05,0.02
1.0080003104922377,0.001,0.005,0.001,0.001,0.05,0.05,0.05,0.05
1.0080005026185979,0.005,0.005,0.01,0.001,0.005,0.005,0.05,0.005
1.0080006826535375,0.01,0.01,0.005,0.001,0.02,0.02,0.005,0.05
1.0080048920810531,0.01,0.01,0.001,0.001,0.02,0.02,0.02,0.02
1.0080052177437866,0.01,0.005,0.001,0.005,0.02,0.005,0.05,0.02
1.0080057300036867,0.01,0.005,0.01,0.001,0.005,0.005,0.02,0.05
1.008006586581586,0.005,0.01,0.01,0.001,0.005,0.005,0.02,0.05
1.008006687408568,0.005,0.01,0.01,0.001,0.05,0.005,0.02,0.02
1.0080079381736422,0.01,0.01,0.001,0.005,0.05,0.005,0.02,0.005
1.0080101433112205,0.01,0.005,0.005,0.005,0.05,0.02,0.02,0.02
1.0080110799111728,0.01,0.005,0.01,0.001,0.02,0.05,0.05,0.02
1.0080112344714456,0.01,0.01,0.005,0.005,0.02,0.05,0.02,0.005
1.0080172655885027,0.01,0.005,0.001,0.01,0.05,0.02,0.005,0.02
1.0080194921844026,0.01,0.01,0.01,0.001,0.02,0.05,0.02,0.005
1.0080214778391252,0.01,0.005,0.01,0.001,0.05,0.05,0.05,0.02
1.0080254693523536,0.01,0.005,0.005,0.005,0.005,0.02,0.05,0.02
1.0080258815755556,0.005,0.005,0.01,0.001,0.005,0.005,0.02,0.05
1.0080325176768046,0.01,0.005,0.001,0.005,0.02,0.005,0.05,0.005
1.0080339752104894,0.01,0.005,0.001,0.005,0.02,0.005,0.005,0.02
1.0080399255273385,0.005,0.005,0.001,0.005,0.02,0.005,0.005,0.005
1.0080518758048065,0.01,0.01,0.001,0.001,0.05,0.05,0.005,0.05
1.0080538187874253,0.005,0.005,0.005,0.005,0.05,0.005,0.005,0.05
1.0080565125438292,0.01,0.01,0.005,0.005,0.05,0.02,0.005,0.02
1.0080601010392125,0.01,0.01,0.005,0.001,0.02,0.005,0.02,0.005
1.008063417336893,0.005,0.01,0.001,0.01,0.02,0.02,0.02,0.02
1.0080645147622513,0.01,0.01,0.005,0.001,0.05,0.005,0.005,0.005
1.0080684967121423,0.005,0.01,0.01,0.001,0.05,0.05,0.005,0.005
1.0080686384727593,0.01,0.005,0.005,0.001,0.005,0.05,0.02,0.02
1.0080718915741818,0.01,0.01,0.01,0.001,0.005,0.005,0.02,0.005
1.008072329039713,0.01,0.01,0.005,0.005,0.02,0.05,0.02,0.02
1.0080725665675485,0.001,0.005,0.001,0.001,0.02,0.005,0.05,0.02
1.0080738619037706,0.01,0.005,0.001,0.001,0.005,0.02,0.02,0.02
1.0080759679780134,0.005,0.01,0.005,0.01,0.05,0.02,0.02,0.02
1.0080776985439635,0.005,0.005,0.005,0.005,0.05,0.02,0.05,0.005
1.00808203038379,0.005,0.01,0.01,0.001,0.05,0.02,0.02,0.005
1.0080872953479612,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.02
1.0081135098150502,0.01,0.01,0.001,0.005,0.005,0.02,0.02,0.005
1.008113799763827,0.005,0.01,0.001,0.001,0.05,0.005,0.02,0.02
1.0081148607091404,0.01,0.01,0.001,0.01,0.05,0.05,0.005,0.02
1.0081176636661082,0.001,0.005,0.001,0.001,0.005,0.05,0.02,0.05
1.008118324639003,0.01,0.005,0.001,0.005,0.005,0.05,0.05,0.02
1.0081185893049105,0.005,0.01,0.01,0.01,0.02,0.005,0.02,0.05
1.0081188656476898,0.01,0.01,0.001,0.01,0.02,0.05,0.02,0.005
1.0081221256318886,0.005,0.01,0.01,0.005,0.02,0.05,0.005,0.05
1.0081236066321841,0.01,0.01,0.005,0.01,0.05,0.005,0.05,0.005
1.0081307258369139,0.005,0.01,0.001,0.001,0.005,0.005,0.05,0.005
1.0081319465152185,0.005,0.005,0.01,0.001,0.05,0.02,0.05,0.02
1.0081328417899984,0.01,0.005,0.01,0.001,0.005,0.05,0.05,0.02
1.0081333473069858,0.005,0.005,0.01,0.001,0.05,0.05,0.02,0.05
1.0081348883441978,0.01,0.01,0.005,0.01,0.05,0.05,0.05,0.005
1.0081368447314296,0.001,0.005,0.001,0.001,0.02,0.02,0.05,0.005
1.0081395393323482,0.01,0.01,0.005,0.001,0.005,0.005,0.02,0.05
1.0081409366055663,0.01,0.01,0.001,0.005,0.02,0.005,0.05,0.02
1.0081446303967767,0.01,0.005,0.005,0.01,0.05,0.005,0.05,0.05
1.0081449312463109,0.01,0.01,0.001,0.001,0.05,0.005,0.02,0.005
1.0081462551483886,0.01,0.01,0.001,0.001,0.02,0.05,0.05,0.02
1.0081465374066163,0.005,0.005,0.001,0.005,0.05,0.02,0.005,0.005
1.0081499664103526,0.005,0.005,0.01,0.005,0.02,0.005,0.05,0.05
1.0081528096116947,0.01,0.01,0.01,0.005,0.005,0.005,0.02,0.02
1.0081592219287987,0.01,0.01,0.005,0.001,0.02,0.005,0.005,0.005
1.008160239001152,0.01,0.01,0.001,0.001,0.02,0.05,0.005,0.05
1.0081659820431301,0.01,0.005,0.001,0.001,0.005,0.02,0.005,0.005
1.0081671212995966,0.01,0.005,0.01,0.001,0.005,0.005,0.02,0.02
1.0081672722490802,0.005,0.01,0.001,0.01,0.005,0.005,0.02,0.02
1.0081678821852127,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.02
1.0081679485798682,0.005,0.01,0.01,0.01,0.005,0.005,0.02,0.05
1.0081746396171842,0.005,0.005,0.001,0.005,0.005,0.005,0.02,0.005
1.0081772588074072,0.01,0.01,0.01,0.001,0.05,0.05,0.005,0.05
1.0081791848032595,0.005,0.01,0.001,0.005,0.005,0.005,0.02,0.005
1.008181006643415,0.01,0.01,0.001,0.01,0.02,0.005,0.005,0.02
1.0081926052744001,0.01,0.005,0.005,0.005,0.005,0.005,0.02,0.05
1.0081937375217922,0.001,0.005,0.005,0.001,0.005,0.005,0.05,0.05
1.008199602581234,0.005,0.005,0.001,0.005,0.005,0.02,0.005,0.005
1.0082016414538317,0.001,0.005,0.001,0.001,0.02,0.05,0.02,0.02
1.0082090547713933,0.005,0.005,0.005,0.005,0.02,0.005,0.05,0.005
1.0082161658542077,0.005,0.01,0.005,0.01,0.02,0.05,0.05,0.02
1.0082232237438278,0.01,0.005,0.001,0.01,0.02,0.05,0.005,0.05
1.008224089168159,0.001,0.005,0.001,0.001,0.05,0.02,0.05,0.05
1.0082315478076798,0.005,0.005,0.005,0.001,0.05,0.02,0.005,0.005
1.0082327705816918,0.005,0.01,0.01,0.01,0.02,0.05,0.02,0.05
1.008242773642306,0.005,0.005,0.005,0.01,0.02,0.05,0.05,0.05
1.0082465457568495,0.005,0.005,0.01,0.001,0.02,0.005,0.02,0.05
1.0082474860158428,0.01,0.01,0.001,0.005,0.005,0.005,0.02,0.02
1.008253151162012,0.01,0.005,0.005,0.001,0.05,0.005,0.005,0.02
1.0082593147051933,0.001,0.005,0.001,0.001,0.005,0.005,0.05,0.005
1.0082597696779758,0.005,0.005,0.005,0.005,0.02,0.05,0.05,0.005
1.0082614765338098,0.005,0.005,0.005,0.01,0.005,0.02,0.05,0.05
1.008265926202261,0.01,0.01,0.01,0.005,0.005,0.05,0.02,0.02
1.008267888649661,0.001,0.005,0.001,0.001,0.05,0.005,0.05,0.05
1.0082687404691706,0.005,0.01,0.01,0.01,0.05,0.02,0.05,0.02
1.008268849789258,0.01,0.01,0.001,0.001,0.005,0.05,0.02,0.02
1.0082692089419274,0.001,0.005,0.001,0.001,0.02,0.005,0.05,0.005
1.0082716386906099,0.01,0.01,0.01,0.001,0.005,0.05,0.02,0.02
1.0082720049295055,0.01,0.005,0.001,0.001,0.02,0.05,0.02,0.005
1.0082741418632832,0.01,0.005,0.005,0.001,0.05,0.02,0.005,0.02
1.008274526251825,0.005,0.005,0.001,0.005,0.02,0.02,0.02,0.005
1.0082760264267485,0.005,0.005,0.005,0.005,0.02,0.02,0.02,0.05
1.008276032802451,0.005,0.005,0.005,0.005,0.05,0.05,0.005,0.05
1.0082833067834307,0.001,0.005,0.001,0.001,0.005,0.02,0.005,0.02
1.0082865731491035,0.01,0.01,0.01,0.005,0.005,0.02,0.05,0.005
1.008289354019542,0.005,0.01,0.001,0.01,0.02,0.005,0.02,0.02
1.0082913950814363,0.01,0.01,0.001,0.005,0.02,0.05,0.02,0.005
1.0082916184295707,0.01,0.01,0.005,0.005,0.05,0.005,0.02,0.02
1.0082967348755805,0.005,0.005,0.001,0.01,0.02,0.005,0.05,0.02
1.008299285869486,0.01,0.01,0.01,0.01,0.005,0.02,0.05,0.02
1.0083032912173036,0.01,0.01,0.005,0.001,0.05,0.05,0.005,0.05
1.0083038467572747,0.01,0.005,0.001,0.001,0.005,0.02,0.05,0.05
1.0083040854536793,0.01,0.005,0.01,0.001,0.05,0.005,0.02,0.005
1.0083086310462839,0.01,0.01,0.01,0.01,0.02,0.05,0.005,0.05
1.008314999621098,0.01,0.01,0.001,0.001,0.02,0.005,0.05,0.02
1.0083290253528288,0.005,0.01,0.005,0.01,0.005,0.05,0.05,0.02
1.0083291916762902,0.001,0.005,0.001,0.001,0.05,0.02,0.02,0.05
1.0083360336798668,0.005,0.01,0.01,0.001,0.005,0.02,0.02,0.02
1.0083382275358002,0.005,0.01,0.01,0.001,0.05,0.005,0.02,0.005
1.0083434942103833,0.005,0.01,0.01,0.005,0.05,0.02,0.02,0.02
1.0083521041981633,0.01,0.01,0.001,0.005,0.005,0.005,0.02,0.005
1.0083531379394597,0.01,0.01,0.005,0.005,0.005,0.05,0.02,0.005
1.0083560379031862,0.005,0.01,0.01,0.005,0.05,0.005,0.02,0.02
1.0083623241357254,0.01,0.005,0.005,0.001,0.005,0.005,0.02,0.05
1.0083781924747548,0.01,0.01,0.001,0.001,0.02,0.02,0.02,0.05
1.0083785697417003,0.01,0.01,0.01,0.01,0.05,0.02,0.05,0.005
1.0083833186576534,0.005,0.005,0.005,0.005,0.05,0.005,0.05,0.005
1.0083848887818576,0.005,0.005,0.001,0.005,0.02,0.05,0.005,0.005
1.008389587056202,0.01,0.005,0.01,0.001,0.05,0.005,0.02,0.02
1.008391010437074,0.01,0.01,0.005,0.005,0.005,0.02,0.05,0.005
1.0083923406012143,0.01,0.01,0.01,0.001,0.05,0.05,0.02,0.02
1.0083924260510957,0.01,0.005,0.001,0.001,0.02,0.02,0.005,0.05
1.0083977738861651,0.01,0.01,0.001,0.001,0.05,0.05,0.005,0.02
1.0084078582759473,0.005,0.005,0.001,0.01,0.02,0.005,0.02,0.02
1.008407889900825,0.01,0.01,0.005,0.01,0.005,0.05,0.02,0.02
1.0084151967428188,0.01,0.01,0.005,0.001,0.005,0.05,0.005,0.05
1.008415616395625,0.01,0.005,0.005,0.001,0.02,0.005,0.005,0.05
1.0084224075200277,0.01,0.005,0.005,0.005,0.05,0.05,0.005,0.05
1.008424705016849,0.005,0.01,0.001,0.005,0.05,0.05,0.02,0.005
1.008431546622007,0.01,0.01,0.005,0.01,0.05,0.005,0.005,0.02
1.0084348340880274,0.01,0.005,0.01,0.005,0.005,0.05,0.05,0.05
1.0084449186753068,0.01,0.005,0.001,0.01,0.02,0.005,0.02,0.02
1.008452007847495,0.005,0.01,0.001,0.001,0.05,0.005,0.005,0.005
1.0084524011686558,0.005,0.01,0.001,0.001,0.05,0.02,0.005,0.005
1.008458965098039,0.001,0.005,0.001,0.001,0.02,0.005,0.05,0.05
1.0084676378660302,0.01,0.01,0.005,0.001,0.02,0.05,0.005,0.02
1.0084681140643534,0.01,0.01,0.01,0.001,0.02,0.02,0.005,0.02
1.0084685251176284,0.01,0.01,0.001,0.01,0.02,0.02,0.02,0.02
1.0084693278666723,0.005,0.01,0.001,0.01,0.05,0.005,0.02,0.02
1.0084755639513954,0.001,0.005,0.001,0.001,0.005,0.05,0.005,0.02
1.008478038030452,0.01,0.01,0.01,0.01,0.05,0.05,0.005,0.05
1.008483875063204,0.005,0.01,0.005,0.005,0.05,0.005,0.02,0.005
1.0084848432732973,0.005,0.01,0.01,0.001,0.005,0.005,0.02,0.02
1.0084939596439964,0.001,0.005,0.001,0.001,0.005,0.02,0.02,0.005
1.0084953617900743,0.01,0.005,0.001,0.005,0.02,0.05,0.05,0.005
1.0084953889671635,0.001,0.005,0.001,0.001,0.02,0.02,0.02,0.05
1.0084974740302572,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.005
1.0085038316244048,0.001,0.005,0.005,0.001,0.05,0.05,0.05,0.05
1.0085083385927673,0.005,0.01,0.005,0.001,0.05,0.005,0.005,0.05
1.0085099154530848,0.005,0.01,0.01,0.005,0.05,0.005,0.005,0.05
1.0085116132018064,0.001,0.005,0.001,0.001,0.05,0.05,0.05,0.02
1.0085186062358238,0.01,0.005,0.005,0.001,0.05,0.005,0.005,0.005
1.0085203847104585,0.001,0.005,0.001,0.001,0.005,0.02,0.02,0.05
1.0085269873823735,0.005,0.005,0.005,0.005,0.02,0.02,0.02,0.02
1.008538128683458,0.001,0.005,0.001,0.001,0.05,0.05,0.005,0.005
1.0085447936519745,0.005,0.005,0.001,0.01,0.02,0.02,0.05,0.02
1.0085462212526801,0.001,0.005,0.001,0.001,0.05,0.02,0.005,0.02
1.0085468213638702,0.005,0.01,0.001,0.005,0.02,0.005,0.02,0.005
1.0085493466660955,0.005,0.005,0.005,0.005,0.02,0.02,0.05,0.005
1.008552215074377,0.005,0.01,0.001,0.005,0.02,0.02,0.02,0.005
1.0085564435727927,0.01,0.01,0.001,0.005,0.005,0.005,0.05,0.005
1.0085617007204788,0.01,0.005,0.005,0.005,0.05,0.005,0.005,0.05
1.008562362252171,0.005,0.005,0.005,0.001,0.02,0.02,0.005,0.005
1.0085641109209516,0.01,0.005,0.001,0.001,0.02,0.02,0.005,0.005
1.0085655050634172,0.01,0.01,0.005,0.01,0.005,0.02,0.005,0.02
1.0085662636726902,0.005,0.01,0.01,0.01,0.005,0.02,0.05,0.02
1.0085684485583717,0.01,0.005,0.005,0.005,0.02,0.005,0.02,0.05
1.0085779377067734,0.001,0.005,0.001,0.001,0.005,0.005,0.05,0.02
1.0085859389189622,0.01,0.005,0.001,0.005,0.05,0.02,0.005,0.02
1.008590413935689,0.01,0.01,0.001,0.005,0.005,0.005,0.005,0.02
1.0086023082663045,0.001,0.005,0.001,0.001,0.05,0.05,0.005,0.05
1.0086037166602728,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
1.0086063490065444,0.01,0.005,0.005,0.005,0.05,0.02,0.02,0.05
1.0086080775103214,0.01,0.01,0.001,0.001,0.02,0.05,0.02,0.005
1.0086150046868965,0.005,0.01,0.001,0.001,0.02,0.005,0.005,0.005
1.00861615536234,0.005,0.005,0.005,0.005,0.05,0.05,0.05,0.02
1.00861617377823,0.005,0.01,0.005,0.01,0.005,0.005,0.05,0.005
1.0086229852006021,0.01,0.005,0.001,0.01,0.005,0.005,0.05,0.02
1.0086266488036102,0.005,0.005,0.01,0.001,0.005,0.05,0.02,0.005
1.0086278037749157,0.001,0.005,0.001,0.001,0.005,0.05,0.02,0.005
1.0086302253978197,0.01,0.01,0.001,0.001,0.005,0.02,0.05,0.02
1.0086313964310523,0.01,0.01,0.005,0.001,0.02,0.005,0.005,0.05
1.0086368776187997,0.01,0.005,0.001,0.005,0.005,0.05,0.02,0.02
1.0086386654651978,0.005,0.01,0.005,0.01,0.05,0.02,0.005,0.02
1.008639283016492,0.001,0.005,0.001,0.001,0.02,0.05,0.005,0.005
1.0086399973607723,0.01,0.01,0.01,0.001,0.02,0.005,0.005,0.005
1.0086415919423337,0.005,0.005,0.01,0.005,0.05,0.005,0.05,0.05
1.0086464553519034,0.01,0.005,0.005,0.005,0.005,0.05,0.05,0.02
1.00865221182636,0.001,0.005,0.001,0.001,0.02,0.05,0.005,0.05
1.0086556170210883,0.01,0.01,0.001,0.01,0.02,0.05,0.05,0.005
1.008657694084622,0.001,0.005,0.001,0.001,0.05,0.005,0.005,0.02
1.0086586653432401,0.01,0.01,0.01,0.005,0.02,0.02,0.02,0.005
1.0086662605221184,0.005,0.005,0.001,0.01,0.005,0.005,0.05,0.02
1.008677318240773,0.005,0.005,0.005,0.005,0.005,0.05,0.05,0.02
1.0086808565569896,0.01,0.005,0.001,0.01,0.05,0.02,0.02,0.02
1.0086818409113236,0.005,0.01,0.01,0.001,0.05,0.02,0.005,0.005
1.0086873588627625,0.005,0.01,0.005,0.001,0.02,0.005,0.005,0.02
1.0086926840950763,0.005,0.01,0.01,0.01,0.005,0.02,0.02,0.05
1.0086952163699243,0.005,0.01,0.01,0.005,0.005,0.02,0.005,0.05
1.0087030800086576,0.005,0.01,0.01,0.005,0.02,0.005,0.02,0.02
1.0087061221495777,0.01,0.005,0.001,0.001,0.02,0.005,0.005,0.02
1.008707290572719,0.01,0.005,0.001,0.01,0.02,0.05,0.05,0.02
1.0087097991535865,0.01,0.01,0.005,0.005,0.005,0.005,0.02,0.02
1.0087171199536025,0.01,0.01,0.005,0.01,0.02,0.005,0.005,0.02
1.0087217127716783,0.01,0.01,0.01,0.001,0.02,0.005,0.02,0.005
1.0087235438536921,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.05
1.00872406770664,0.01,0.005,0.005,0.01,0.02,0.05,0.05,0.05
1.008729863872037,0.01,0.005,0.01,0.01,0.05,0.005,0.05,0.05
1.0087351008765053,0.01,0.01,0.005,0.01,0.005,0.02,0.02,0.02
1.00873728708611,0.01,0.01,0.001,0.001,0.02,0.05,0.02,0.02
1.0087378132558042,0.01,0.005,0.005,0.001,0.005,0.005,0.005,0.05
1.0087487681818148,0.005,0.01,0.01,0.01,0.005,0.05,0.02,0.05
1.0087531377241612,0.005,0.01,0.001,0.005,0.02,0.02,0.005,0.005
1.0087597000863258,0.005,0.005,0.01,0.001,0.02,0.05,0.02,0.02
1.008769143672301,0.005,0.01,0.01,0.001,0.02,0.02,0.005,0.02
1.0087830087956762,0.005,0.01,0.005,0.001,0.05,0.02,0.005,0.05
1.0087839520507107,0.001,0.005,0.001,0.001,0.005,0.02,0.05,0.02
1.0087930469341577,0.005,0.01,0.01,0.005,0.005,0.005,0.005,0.05
1.0087965145704434,0.005,0.01,0.005,0.005,0.05,0.05,0.02,0.02
1.0087983329987704,0.01,0.01,0.005,0.01,0.02,0.005,0.02,0.02
1.0088011359397806,0.005,0.01,0.005,0.001,0.005,0.005,0.02,0.005
1.0088018093783317,0.001,0.005,0.005,0.001,0.005,0.05,0.05,0.05
1.0088037604263473,0.005,0.01,0.01,0.001,0.005,0.02,0.005,0.05
1.008804773031083,0.005,0.005,0.005,0.01,0.005,0.005,0.05,0.05
1.0088101757453944,0.001,0.005,0.001,0.001,0.005,0.005,0.05,0.05
1.008812606139403,0.01,0.005,0.001,0.01,0.005,0.05,0.02,0.02
1.0088126463339302,0.005,0.005,0.005,0.001,0.005,0.05,0.005,0.005
1.0088139595265335,0.01,0.01,0.005,0.001,0.02,0.005,0.005,0.02
1.0088157699651719,0.01,0.01,0.001,0.001,0.005,0.005,0.05,0.005
